SITE_GUBUN,REVIEW_DOC_NO,ANAL_CODE,REVIEW
0,RVD-220310-0019889,ANAL-211104-0285,아직 사용은 안했어욥
0,RVD-220310-0019888,ANAL-211104-0285,흡착판이 누락되서 문의했더니 아주 빠르게 교환처리 해주셨어요 귀엽고 사이즈도 딱인데다 저렴해서 좋아요
0,RVD-220310-0019887,ANAL-211104-0285,와 저렴한 가격에 넘 잘 샀어요
0,RVD-220310-0019886,ANAL-211104-0285,특가로 잘샀네요 이 금액에 구성 만족해요
0,RVD-220310-0019885,ANAL-211104-0285,민트색이 예뻐서 사봤어요 흡착은 쏘쏘 인거 같구요 토마토 파스타를 먹었더니 스푼  포크에 물들었어요 앞부분은 플라스틱이고 윗부분은 실리콘 소재인게 실리콘 부분에 물들어사 안빠지네요
0,RVD-220310-0019884,ANAL-211104-0285,잘받앗어요 감사합니다 잘쓸께요
0,RVD-220310-0019883,ANAL-211104-0285,감사합니댜ㆍ 잘쓸께요
0,RVD-220310-0019882,ANAL-211104-0285,싸게 잘 산것같아요 구성 좋네요
0,RVD-220310-0019881,ANAL-211104-0285,저렴한 가격에 잘 샀어요
0,RVD-220310-0019880,ANAL-211104-0285,진짜 안 떨어져요지금까지 못 뜯어낸게 없는 아간데이건 못 뜯어요다만 밑에 흡착판 그것만 못 뜯고컵이나 용기는 1초컷이예요
0,RVD-220310-0019879,ANAL-211104-0285,아기 이유식 준비중인데 저렴하게 잘 산거 같아요
0,RVD-220310-0019878,ANAL-211104-0284,보관이 용이해요ㅎㅎ
0,RVD-220310-0019877,ANAL-211104-0284,부드럽고좋아용ㆍㅎ 구ㅏ업
0,RVD-220310-0019876,ANAL-211104-0128,다리두꺼운 아가라서 구매했어요 조절할수있어서 좋은데 너무 자주 흘러내려요ㅠㅠ맨다리보단 두껍게입었을때 야외에서 쓰기 좋아요
0,RVD-220310-0019875,ANAL-211104-0256,아주만족하면서 사용중이예요
0,RVD-220310-0019874,ANAL-211104-0256,재구매너무잘쓰고잇어요떨어지긴하는데 그랴도 안애 먼지간들어가서 좋타텨
0,RVD-220310-0019872,ANAL-211104-0138,좌우 변경도 가능하고 원하는대로 조절 가능해서 좋네요
0,RVD-220310-0019871,ANAL-211104-0138,깔끔하게잘쓰고있습니다 또구매할께요
0,RVD-220310-0019870,ANAL-211104-0155,거품도 잘나고 향도 좋고 사용방법도 편리하네요
0,RVD-220310-0019857,ANAL-211104-0126,높이가 놏다고 해서 구입햇어요 좋아요
0,RVD-220310-0019840,ANAL-211104-0269,미리사봤어요ㅅㅎ아직 통안에 장난감을 넣지만요흑
0,RVD-220310-0019839,ANAL-211104-0136,아주 좋아요아기가 걸음마 해서 주방 막는데 탁월하네요
0,RVD-220310-0019838,ANAL-211104-0129,아주 좋아요아기가 걸음마 해서 주방 막는데 탁월하네요
0,RVD-220310-0019837,ANAL-211104-0129,아기 때문에 주방 막으려고 산건데 딱이에요
0,RVD-220310-0019836,ANAL-211104-0136,설치가 조금 어렵긴하지만 유용하게 잘 쓰고있습니다
0,RVD-220310-0019835,ANAL-211104-0129,탄탄하고 안전합니다 만족해요
0,RVD-220310-0019834,ANAL-211104-0129,재구매크기가 딱맞음 굿ㅋ
0,RVD-220310-0019833,ANAL-211104-0136,마감이 좀 꼼꼼하지않은데 쓸만해요 ㅎㅎ
0,RVD-220310-0019831,ANAL-211104-0129,마감이 좀 꼼꼼하지않은데 쓸만해요 ㅎㅎ
0,RVD-220310-0019830,ANAL-211104-0136,좋아요저희 집이 구조상 설치가 약간 애매해서 서랍부분에 고정을 하는바람에 서랍을 사용 못하는 아쉬움이 있지만  가드 자체는 잘 만들어진거같아요
0,RVD-220310-0019828,ANAL-211104-0129,재구매진짜 없으면 안될 국민템이예요 그사이 아기가 많이커서 안전문에 매일 매달려있는데힘이 무척센아가예요심지어 매달려서 흔들어요 단한번도 안전가드가 분리되거나 떨어진적이 없어요 아가드 설치하고 아가랑 저랑 삶의질도 올라가고 불안함없이 튼튼하기 까지 하니 진짜 대대만족 입니다 곧 이사예정인데 또사러 올께요
0,RVD-220310-0019827,ANAL-211104-0136,재구매진짜 없으면 안될 국민템이예요 그사이 아기가 많이커서 안전문에 매일 매달려있는데힘이 무척센아가예요심지어 매달려서 흔들어요 단한번도 안전가드가 분리되거나 떨어진적이 없어요 아가드 설치하고 아가랑 저랑 삶의질도 올라가고 불안함없이 튼튼하기 까지 하니 진짜 대대만족 입니다 곧 이사예정인데 또사러 올께요
0,RVD-220310-0019826,ANAL-211104-0136,공간도 넓어지고좋아요ㅎㅎ
0,RVD-220310-0019825,ANAL-211104-0136,엄청 튼튼해요ㅎㅎ 안전문 답네요 
0,RVD-220310-0019824,ANAL-211104-0136,좋아요잘쓰고있습니다
0,RVD-220310-0019823,ANAL-211104-0129,잘쓰고있습니다 제품자체는 튼튼해요
0,RVD-220310-0019822,ANAL-211104-0129,괜찮아요 잘사용하고있습다
0,RVD-220310-0019821,ANAL-211104-0136,냥이가 자꾸화장실에 들어가서 샀어요 간편하고 너무좋아요
0,RVD-220310-0019820,ANAL-211104-0136,재구매강아지 두마리라 분리할ㄹ때 사용하는데 사용이 편해서 좋아요
0,RVD-220310-0019819,ANAL-211104-0053,좋은 제품이에요많이 판매하세요감사합니다
0,RVD-220310-0019818,ANAL-211104-0053,사진과같아요 잘쓰겠습니당
0,RVD-220310-0019817,ANAL-211104-0014,자석인줄알았는데 설치필요하네요
0,RVD-220310-0019816,ANAL-211104-0152,우와 이거 정말 최고예요 아이가 정말 좋아하고 가볍고 견고하고  바닥과 의자 모두 사용하기 편리하고 설치해제도 쉬워요
0,RVD-220310-0019815,ANAL-211104-0022,사각형도 원형도 아닌 의자라 넉넉한 크기로 사서 이쁘진 않지만 왜 이제 구입했나 싶을정도로 만족합니다
0,RVD-220310-0019813,ALL,재구매잘 쓰고잇어요 ㅎㅎㅎ
0,RVD-220310-0019812,ANAL-211104-0048,잘 쓰고잇어요 ㅎㅎ
0,RVD-220310-0019811,ALL,한창 궁금할 시기라 이곳저곳을 열고다니기에 구입했습니다 없는 것보다는 불편하지만 장치를 해놓고 신경쓰지 않아도 되니 편합니다
0,RVD-220310-0019810,ANAL-211104-0055,한창 걸을때라 이곳저곳 다니면서 쿵할까 싶어 다치기 전에 언눙 구입해서 장착했습니다 붙이고나니 맘이 한결 놓이네요 잘 사용할게요
0,RVD-220310-0019809,ANAL-211104-0050,티비 선반장 모서리에 붙이고자 구입했는데  색상도 다양해서 어울리는 색상으로 구입해 인테리어를 해치지 않아 좋습니다 해놓고나니 맘이 한결 놓이네요
0,RVD-220310-0019808,ANAL-211104-0050,안방에 있는 침대 모서리가 굉장히 딱딱하고 날카로워  저도 한번씩 찧어 멍들고 그랬는데 붙이고나니 아이보다 제가 더 만족스럽습니다 ㅋㅋ 잘 사용할게요
0,RVD-220310-0019807,ALL,재구매아기가 자꾸 모서리에 부딪혀서 샀어요 맘에들어요
0,RVD-220310-0019806,ANAL-211104-0049,사진과같아요 감사합니다
0,RVD-220310-0019805,ANAL-211104-0054,사진과같아요 잘쓰겠습니당
0,RVD-220310-0019804,ALL,집전체 문틀에 붙였습니다 40개월딸과 15개월 아들이 경주마 마냥 뛰어다니다가 문틀에 자주 부딧혀서 넓은 제품으로 구매했는데 아주 아주 마음에 들어요 ㅜㅜ 일단 면적이 넓어서 붙이기도 편하도 여러방면으로 막아주니 좋아요 주먹으로 쳐도 아프지 않을정도로 쿠션감이 좋네요 색상도 베이지라 눈에 많이 띄지 않아요 집에와서 보고 어디서 샀냐고 많이 물어보네요 ㅎ 나중에 떨어지거나 오래돼면 또 구매 할게요 
0,RVD-220310-0019803,ANAL-211104-0049,재구매잘 사용하고 있어요
0,RVD-220310-0019802,ANAL-211104-0050,재구매잘 사용하고 있어요
0,RVD-220310-0019800,ANAL-211104-0050,잘 사용하고 있어요
0,RVD-220310-0019799,ANAL-211104-0055,보호대가 통통하고 무료배송이라서 좋아요 다음에 또 구매할게요
0,RVD-220310-0019798,ANAL-211104-0054,보호대가 통통하고 무료배송이라서 좋아요 다음에 또 구매할게요
0,RVD-220310-0019797,ANAL-211104-0049,배송빠르고 제품도 잘붙어있어요
0,RVD-220310-0019796,ANAL-211104-0050,배송빠르고 제품좋아요
0,RVD-220310-0019795,ANAL-211104-0056,배송빠르고 제품좋아요
0,RVD-220310-0019794,ANAL-211104-0049,조아요 쓰고있는제품이에요
0,RVD-220310-0019792,ANAL-211104-0109,기존에 계속 쓰던 제품이라 믿고 주문했어요
0,RVD-220310-0019791,ANAL-211104-0109,기존에 쓰던 제품이라 믿고 주문했어요
0,RVD-220310-0019790,ANAL-211104-0109,혹시나 안맞을까 두가지 주문해봤는데실리콘이라 그런지 모자보다 씌우기는 쪼꼼 더 빡빡하더라구용그래두 크거나 작진 않은거 같아요오늘 한번 사용해봐야겠어요
0,RVD-220310-0019789,ANAL-211104-0109,일부러 사이즈 안 맞을까봐캡이랑 모자 다 주문했는데모자가 씌우기가 더 편하네용머리 둘레 42cm 7개월 딸입니다지인도 이거 사서 썼는데살짝 물이 샌다 하여저희는 손수건으로 이마 받쳐주고 감겼어요그렇게 막 마니 젖지는 않았어요잘 산 것 같아요
0,RVD-220310-0019788,ANAL-211104-0109,처음엔유독뻑뻑하더니 잘늘어나지않아서 좋아요
0,RVD-220310-0019787,ANAL-211104-0109,제가 생각했던 소재는 아니었지만 가볍고 좋아요 머리감길때 필수템인듯해요 ㅎㅎ
0,RVD-220310-0019786,ANAL-211104-0109,귀여워요  잘사용할게요 감사합니다
0,RVD-220310-0019785,ANAL-211104-0109,너무귀여워요 잘받았습니다
0,RVD-220310-0019784,ANAL-211104-0109,다른제품보다 쓰기 편해요
0,RVD-220310-0019783,ANAL-211104-0109,최곱니다 목욕시키는게쉬웠어요
0,RVD-220310-0019782,ANAL-211104-0109,모자 씌우듯 씌우기만 하면 목욕 준비 끝이라 편하고 좋아요 잘 마르고 애기 머리 압박하지도 않고요 몇년째 쓰고있는데 이것만한 게 없네요
0,RVD-220310-0019781,ANAL-211104-0109,상품은 좋은데 아기가 안써요ㅠ
0,RVD-220310-0019779,ANAL-211104-0109,다들 아기때문에 구매하는데 저는 갈수록 머리감기기 힘들어지는 6세 여아때문에 구매했습니다 머리감길때마다 귀에 물이들어간다 눈에 들어간다 울고불고 난리였던 아이가 처음엔 의심이 가득했지만 3일째 사용하는데 좀 익숙해지니 편하고 좋아하네요 만족이예요
0,RVD-220310-0019778,ANAL-211104-0110,머리도 많이 안눌리고 안새요
0,RVD-220310-0019777,ANAL-211104-0110,애기머리감길때 편해요물이안새네요
0,RVD-220310-0019776,ANAL-211104-0110,가볍고 귀엽고 안내려가고 좋아요 6개월부터 돌지난지금까지 써요
0,RVD-220310-0019775,ANAL-211104-0259,유용하고 좋아용 나중에또 구매할게요
0,RVD-220310-0019751,ANAL-211104-0015,사이즈가크니까튼튼하니좋네요
0,RVD-220309-0020200,ANAL-211104-0226,화이트라 환하고 예뻐요
0,RVD-220309-0020186,ANAL-211104-0230,현관에 둘 보관함이 필요했는데 딱 좋아요 넘 예뻐요 
0,RVD-220309-0020184,ANAL-211104-0191,사이즈 귀여워요 마스크 보관함 너무 작으면 대체해서 써야지 싶었는데 생각보다 깊고 커서 좋네요 ㅎㅎ
0,RVD-220309-0020183,ANAL-211104-0159,깔끔깔끔깔끔합니다
0,RVD-220309-0020182,ANAL-211104-0159,디자인 깔끔해서 좋은듯 합니다
0,RVD-220309-0020181,ANAL-211104-0159,깔끔하고 빠른배송 좋아요
0,RVD-220309-0020180,ANAL-211104-0159,클까봐 걱정했는데 사이즈 좋아요 ㅎㅎ
0,RVD-220309-0020179,ANAL-211104-0159,이쁘네요현관앞이 지저분했는데 이젠 깔끔
0,RVD-220309-0015723,ANAL-211104-0066,너무 잘쓰고 있어요 진작 살걸그랬어요 5개월아기 의자에 앉혀놓고 손톱 갈아줘요 나무 좋습니다
0,RVD-220309-0015722,ANAL-211104-0066,배송이 빨랐어요 사은품 감사해요
0,RVD-220309-0015721,ANAL-211104-0066,후기 좋아서 구매했어요
0,RVD-220309-0015720,ANAL-211104-0066,손톱깎다가 애기 살을 모르고 자른적이 있는데 ㅠㅜ 이거 진즉에 살 걸 그랬어요 너무 편해요
0,RVD-220309-0015719,ANAL-211104-0066,엄마들 사이에서 난리난 아이템이죵애기 낳고 잘 써볼게요빠른 배송 감사합니다
0,RVD-220309-0015718,ANAL-211104-0070,싸게 잘 구입했어요
0,RVD-220309-0015717,ANAL-211104-0070,평소 쓰던거랑 사이즈 비슷해서 주문했어요7세 두상은 작은데 볼통통한 여아 여유있게 맞아요80이라 좀 더워지면 쓰려고요저렴하게 잘 샀어요아가드 좋아요ㅎㅎ
0,RVD-220309-0015716,ANAL-211104-0087,튼튼하게 잘 붙었슴니다
0,RVD-220309-0015715,ANAL-211104-0087,설치도 쉽고 안심되요 ㅎㅎ 옆ㅇㅔ도 붙이고싶은데 넘 복잡해보일까봐 고민되네요 가격도 비싸고 ㅎㅎ 그래도 앞이라도 막아서 대만족이용
0,RVD-220309-0015714,ANAL-211104-0154,좀 대칭이 안맞는거같아요ㅜㅜ 근데 이쁘긴 이쁘네요ㅋㅋ
0,RVD-220309-0015713,ANAL-211104-0154,귀여워서 샀어요 바람넣기두 편하구 좋네요
0,RVD-220309-0015712,ANAL-211104-0154,라이브방송때 저렴하게 잘 구매했어용
0,RVD-220309-0015710,ANAL-211104-0081,별로튼튼하지않아요막떨어져요
0,RVD-220309-0015709,ANAL-211104-0073,소리도 작고 흡입도 잘되서 좋아요
0,RVD-220309-0015708,ANAL-211104-0153,아기가 앉아있어요
0,RVD-220309-0015707,ANAL-211104-0072,코로나시대에 집에서 남자아이 머리 간단하게 깎아주기 딱 좋네요다만연습없이 첫시도로 자른 아들의 머리는뒷머리가 약간파먹듯이 되어버렸네요ㅠㅠ열심히 연습해야겠어요
0,RVD-220309-0015706,ANAL-211104-0147,얼마전에 식당에서 우연히 알게된 제품인데 아가가 불편해 하지도 않고 얌전하게 앉아있어서 구입하게 되었습니다배송도착 후 써보니 역시나네용 좋은상품 감사합니다
0,RVD-220309-0015705,ANAL-211104-0146,귀여워요 배송도빨라요
0,RVD-220309-0015704,ANAL-211104-0146,선물하려고 주문했습니다 아직 사용전이지만 좋을것같아요
0,RVD-220309-0015703,ANAL-211104-0146,아이쿵머리 찧는거 안심이고 꿀벌이뻐요
0,RVD-220309-0015702,ANAL-211104-0146,배송도 빨랐고 받으시는 분이 귀여워하셨어요
0,RVD-220309-0015701,ANAL-211104-0285,저렴하게잘샀어요ㅎㅎ
0,RVD-220309-0015700,ANAL-211104-0285,qrqydixocbdh
0,RVD-220309-0015699,ANAL-211104-0285,열탕이안되네여 퓨ㅠ 수자포크 색이 물들아요 망고주ㅏㅅ다가 노래딤 ㅜㅜ가격만큼인듯포장만 엄청난뮬건 ㅜㅜ
0,RVD-220309-0015698,ANAL-211104-0285,저렴하게 샀는데 5종으로 탁탁 잘샀습니다
0,RVD-220309-0015697,ANAL-211104-0285,싸게잘샀어요 자꾸 숟가락뺏어서 사서 쥐어줬더니 좋아해요 스토케 트립트랩에는 안붙어요ㅠ 매트와 식기는 잘붙는데 매트자체를 엎어버리네요ㅋ
0,RVD-220309-0015696,ANAL-211104-0285,저렴한가격에 주문했어요
0,RVD-220309-0015694,ANAL-211104-0236,냄새날까봐 걱정했었는데 원래 매트에서 나는 냄새 하루면 싹 빠져요이정도면 냄새나는것도 아니네요그리고 단색으로 해서 그런지 집이 더넓어보이고 무엇보다 깔끔해서 좋아요저는 칼보다 가위로 자르는게 재단이 더 깔끔한거같아요두께는 생각보다 푹신하고 같이 구매한 테이프도 붙히면 싼티날줄 알았는데 오히려 더 깔끔하고 먼지낄 걱정이 없네요그리고 문의를 많이 드렸는데 친절하게 답해주셔서 감사합니다잘쓸게요
0,RVD-220309-0015692,ANAL-211104-0155,재구매거품도 잘 나고 아이가 좋아해요
0,RVD-220309-0015679,ANAL-211104-0116,항상 가방에 가지고 다니는데 지금은 별로 사용할 일이 없어요ㅠ 조금더 크고 애기가 좀더 활발해질때 자주사용할꺼 같아요지금은   아이가 재미있는 놀이라고 생각하는지팔에 해주면 가만히 있고 좋아해요ㅎㅎ어쩔때는 먼저 팔을 내밀기도해요ㅎㅎ
0,RVD-220309-0015625,ANAL-211104-0136,튼튼한편인거 같아요 잘쓰고 있어요
0,RVD-220309-0015624,ANAL-211104-0129,튼튼한편인거 같아요 잘쓰고 있어요
0,RVD-220309-0015623,ANAL-211104-0136,설치도 편한데 튼튼해요아가가 자꾸 현관쪽으로 가서 신발을 물고 놀아서 샀는데 만족해요
0,RVD-220309-0015622,ANAL-211104-0129,나름 괜찮은거같아요
0,RVD-220309-0015621,ANAL-211104-0136,주방에 계속 들어 오려는 아이 때문에 주문했어요설치도 간단하고 좋네요같이 보내주신 도어쿠션도 잘 쓰겠습니다
0,RVD-220309-0015620,ANAL-211104-0136,상품은 좋은데  행정 처리가 너무 아쉽네요 반품 요청했는데  계속 할부결제가 되고 있았어요 진짜 안챙겼으면 돈 냈겠어요
0,RVD-220309-0015619,ANAL-211104-0129,상품은 좋은데  행정 처리가 너무 아쉽네요 반품 요청했는데  계속 할부결제가 되고 있았어요 진짜 안챙겼으면 돈 냈겠어요
0,RVD-220309-0015617,ANAL-211104-0129,편리해요 제가 느끼기엔 소음 좀 있어요
0,RVD-220309-0015615,ANAL-211104-0136,잘사용중이에요 소음이 좀 느껴져요
0,RVD-220309-0015614,ANAL-211104-0136,아기있는집이라면 꼭있어야해요
0,RVD-220309-0015587,ANAL-211104-0076,잘받았습니다 감사합니다
0,RVD-220309-0015586,ANAL-211104-0152,아기의자종류별로있는데 이의자제일좋아해요
0,RVD-220309-0015585,ALL,처음엔 나무색이 맞나 싶었는데 붙이고 나면 별로 이질감 없어요 책장 모서리랑 가운데 아기가 잡고 서거나 앉다가 부딪쳐서 거기만 붙였는데 여지껏 안떨어지고 잘 붙어있네요 아기나 고양이가 뜯을까봐 걱정했는데 나무랑 비슷한 색이라 그런지 안건드리네요 탄성이 있어서 붙일 곳보다 살짝 길이가 짧아도 당겨가면서 붙이니 딱 맞아요
0,RVD-220309-0015584,ANAL-211104-0050,재구매배송도 빠르고 상품도 좋습니다
0,RVD-220309-0015583,ANAL-211104-0049,인테리어 해치지 않으면서도 안전하게 붙이기 딱이에요 모서리 부분 전부 이거로 막아두고 있습미다 ㅋㅋ
0,RVD-220309-0015582,ALL,재구매아가드꺼 다 좋아요
0,RVD-220309-0015581,ALL,재구매아가드꺼 접착력좋고 깔끔하고 이쁘네요
0,RVD-220309-0015580,ANAL-211104-0048,재구매접착력도 좋고 깔끔하고 이뻐요
0,RVD-220309-0015578,ALL,재구매접착력좋고 깔끔하고 이뻐요
0,RVD-220309-0015577,ANAL-211104-0050,재구매접착력도 좋고 깔끔하고 이뻐요
0,RVD-220309-0015576,ANAL-211104-0050,디자인이쁘고 튼튼해요
0,RVD-220309-0015575,ANAL-211104-0054,디자인이쁘고 튼튼해요
0,RVD-220309-0015574,ALL,투명은 사지마세요 엄청 딱딱하고 모서리도 크게 둥근편이 아니라 하나마나 부딪히면 다치는건 똑같을 것 같아요 보기 안예뻐도 두툼한거 살껄 그랬습니다
0,RVD-220309-0015573,ANAL-211104-0049,아직 써보진 않있지만 재질이 부드러워요
0,RVD-220309-0015572,ALL,튼튼하고 쿠션감도 좋고 좋습니다
0,RVD-220309-0015571,ANAL-211104-0049,재구매한달 동안 떨어진 곳도 없고 부착력이 좋아요
0,RVD-220309-0015570,ALL,튼튼하고 너무 좋습니다
0,RVD-220309-0015569,ANAL-211104-0049,칼배송 좋습니다 아기 머리박아서샀어요
0,RVD-220309-0015568,ANAL-211104-0049,배송도빠르구 다좋습니다
0,RVD-220309-0015567,ANAL-211104-0050,튼튼하고 괜찮은거 같아요모서리 보호대는 강추합니다
0,RVD-220309-0015566,ANAL-211104-0055,튼튼하고 괜찮습니다 모서리 보호대는 강추합니다
0,RVD-220309-0015564,ANAL-211104-0109,사용은 안해봤지맘 씻기기 편할듯해요
0,RVD-220309-0015563,ANAL-211104-0109,아이가 좋아했으면 좋겠어오
0,RVD-220309-0015562,ANAL-211104-0109,12키로아가인데작네요 ㅠㅠㅋ서비스로주신 문닫힘방지 감사합니다
0,RVD-220309-0015561,ANAL-211104-0109,잘늘려볼게요ㅎㅎ서비스로주신 문닫힘방지 감사합니다
0,RVD-220309-0015560,ANAL-211104-0259,배송 빠르고 좋아요
0,RVD-220308-0051464,ANAL-211104-0226,첨에 붙일때 타일에서 미끌려서 안붙을줄 알았능데 하루지나니까 튼튼하네요
0,RVD-220308-0051456,ANAL-211104-0214,좁은 공간에 놓기 좋습니다깔끔해요 현관이 정리돼서 좋네요
0,RVD-220308-0051454,ANAL-211104-0230,마스크 보관이 편리하고 열지 않고 꺼내쓸 수 있어서 좋습니다 단지 마스크를 꺼낼 때 다른 것이 딸려 나오지 않도록 주의를 기우려야 삽니다
0,RVD-220308-0051453,ANAL-211104-0159,포장이 잘 되어 빠르게 배송되었습니다 가격도 저렴하고 아주 좋네요
0,RVD-220308-0051452,ANAL-211104-0159,열고 닫히는거 잘되고 좋습니다
0,RVD-220308-0051451,ANAL-211104-0159,분리수거함에 있어 불편함이 없어요
0,RVD-220308-0051450,ANAL-211104-0159,한달 사용 리뷰입니다 손잡이 들고 쓰레기 버리러 가기 좋아요 인테리어도 돼서 일석이조
0,RVD-220308-0051449,ANAL-211104-0159,깔끔해요 재구해했어요
0,RVD-220308-0051448,ANAL-211104-0159,사이즈가 생각보다 작긴했지만 귀엽고 좋네요 ㅋㅋ
0,RVD-220308-0051447,ANAL-211104-0187,영수증 정리용으로 구입했습니다 안쪽으로 접도록 되어 있어 빠져나갈 일도 없고 보관도 편합니다
0,RVD-220308-0023747,ANAL-211104-0066,아직 사용이 미숙해서 잘 안되지만 제품자체는 좋아요
0,RVD-220308-0023746,ANAL-211104-0066,손톱깍이 쓰다가 피봐서 급 주문해요ㅠㅠ빨리 보내주셔서 감사해요어른도 쓸수있어서 좋네요
0,RVD-220308-0023745,ANAL-211104-0066,아이한테도 좋고 어른이 쓰기에도 편하네요
0,RVD-220308-0023744,ANAL-211104-0066,기대됩니다 사은품 고마워요
0,RVD-220308-0023743,ANAL-211104-0066,빠른 배송으로 아가 손톱 정리를 잘 했어요
0,RVD-220308-0023742,ANAL-211104-0066,친구가 출산선물로 골라서 선물해줬더니 좋다구하네요 아직 아기가 태어나진 않았지만 꼭 필요한 거였다구요
0,RVD-220308-0023741,ANAL-211104-0066,만족만족해요저렴하게잘삿어요
0,RVD-220308-0023740,ANAL-211104-0066,연습좀 많이해야 아기한테 해줄수 있을꺼 같아요 잘안되면 제가 사용하려구요 ㅎㅎ
0,RVD-220308-0023739,ANAL-211104-0066,사용하기 너무 편해요
0,RVD-220308-0023738,ANAL-211104-0066,넘잘되고 아기가안무서워해요
0,RVD-220308-0023737,ANAL-211104-0066,한번열심히 도전해 볼께요빠른배송이네요
