ANAL_CODE,KEYWORD_GUBUN,KEYWORD_POSITIVE,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0173,1,N,0,욕실에 코너 선반 3개를 출장비 5만원인가 들여서 설치했습니다 처음엔 만족했지요 그런데 며칠 쓰다보니 치명적인 단점이 발견되었습니다선반 간격이 좁아서 사이즈 작은 제품들은 상관없지만 대용량1200g제품들은 펌핑이 어려웠습니다선반은 새로 사면 되지만 또다시 5만원을 들여 기사님을 불러야하는데 그러면 배 보다 배꼽이 더 큰 상황남편보고 설치해달라고 하니까 타일 손상될까봐 무서워서 못하겠답니다그러다 무타공 코너선반을 알게됐고 배송 오자마자 설치해보았습니다24시간 정도는 본드가 잘 마르게끔 물건을 올려두지 않았구요 설치 다음날 물건 올려 두었는데 튼튼하게 잘 붙어있네요 기존 선반들과의 간격을 조금 넉넉히 했더니 용량 큰 제품도 손쉽게 펌핑 할 수 있게 되었고 무타공인것도 너무 마음에 쏙 들어요보통 무타공하면 흡착식 제품들이 많은데 흡착식은 흡착이 약한게 단점이죠이 제품은 진짜 튼튼하게 잘 붙어 있어요 본드가 최강인가봅니다 밑이 막혀있지 않아 물이 잘 빠져서 물때가 안끼는 것도 맘에 들구요기존 초록색 선반보다 이 제품이 우리 집 욕실과 잘 어울려 깜짝놀랐어요집에 타공하기 싫으신분들  흡착식이나 봉선반식 쓰시는 분들 이 제품 사용해보시면 후회 안 하실 거예요 강추드립니다,,,,,,,,,
ANAL-211104-0218,1,P,0,집이 작은 자취방이라 우산둘곳없어서 구냥 밖에 손잡이에 걸어놧엇는데이제는 깔꼼쑤 하네요장점1 이쁨장점2 뒤에가 전부 자석이라 엄청세게 잘붙음우산때메 떨어질 염려x장점3 공간활용장점4 물받이가 있어서 아래 물 안떨어짐단점1 색선택 x라 아쉽검정색도 좋을듯단점2 생각보다 큼 써본 결과 자취생 필수템인거 확실함요추천합니당,원룸에 우산 보관할 곳이 없어서 구매했는데 예쁘고 자석도 튼튼해서 만족합니다 ,,,,,,,,
ANAL-211104-0218,1,N,0,튼튼하고 좋긴한데  위에 나무가 자꾸 떨어져요 그 부분은 필히 개선하시길 바랍니다,,,,,,,,,
ANAL-211104-0218,1,P,1,자석이 딱  문에 붙어요우산 두개정도면 괜찮습니다자석이라서  점점내려 가면어떻하지 했는데  사용하기 편해요디자인도 깔끔하고  예뻐요,자석이 너무 잘 붙고 문에 붙여놓으니까 현관이 훨씬 깨끗해보이네요,무난해요나무결이 뻣뻣하지않아 부드러워 좋았어요 그런데 윗부분받침에 하얀고무가 좀 옆으로 나와있길래 안쪽으로 넣으려고하니 고무를 고정할 수 있는 틈새가 있어 안쪽으로 못가게해뒀더라구요  아래받침처럼 딱 하얀고무가 괜찮았으면 좋았을텐데 나무가 좀 뱅그르르 돌아가긴 해서 조금 아쉽더라구요 또 아래받침부분이 살짝 찌그러지긴했지만 자석이 잘붙고 뭐 자세히 안보니까 무난한거같아요 조금 아쉬웠지만 다음부터는 조금 신경써주시면 괜찮은 상품인 것같아요,자석잘붙고 괜찮아보여요 우산한개씩꼳는 홈이없어서 좋네요,굿굿엌마그네틱  제대로 읽어보지도 않고 디자인이 이뻐서 주문했는데 자석이였네요  접착스티커로 붙혀야된다고 생각하고 있었는데  뭔가 개이득 느낌 일단 이쁘구요 걍 현관문에 착 하고 붙히기만 하면 되니까 설치 완전 간편하구요 아쥬 잘 구매한거 같아요 똥괭이들이 신기한지 자꾸 관심을 보여서 불안하긴 하지만 설마 부시기야 하겠어요 하지만 집안 파괴자들이라 걱정은 됩니당 ,,,,,
ANAL-211104-0218,1,N,1,나무 봉이 자꾸 빠지는데요 걍 가끔 다시 걸어주면 돼요 너무좋아요 왜 그동안 안샀지,자석력이  약함 우산  23개  꽂으면  자꾸  떨어짐,제품은 예쁘고 자석력도 세서 좋은데이거 붙여놓으니까 무게 때문인지 문이 내려앉는 느낌이에요,,,,,,,
ANAL-211104-0202,0,P,0,깔끔하게,구매했어요,좋아요,정리,,1.73,1.29,1.2,0.64,
ANAL-211104-0202,1,P,0,추천받아서 구매했어요,정리할 때 쓰려고 추가로 구매했어요,,,,,,,,
ANAL-211104-0044,1,N,1,정말불편합니다위에 홀더 계속 빠지고 아주 화가나서 못쓰겠네요,,,,,,,,,
ANAL-211104-0057,0,P,1,좋아요,모서리,투명이라,좋네요,너무,10.71,7.03,5.29,4.32,4.31
ANAL-211104-0057,1,P,1,애기같은 여자친구 키우는 집입니당 새로 침대 프레임을 샀는데 모서리 마감이 되게 날카로워서 놔두면 당장이라도 피를 볼 것 같은 마음에 얼른 사버렸어요,좋아요,굿모서리에 붙이려고 샀어요,좋네요다이소 안가고 되고 빠른 배송으로 받아볼 수 있으니 아주 만족스러워요,튼튼하고접착력 좋은듯해요사은품으로 받은 책장이 싸구려라 그런지 모서리가 엄청 날카로워서  애기 다칠까봐  구매했어요,,,,,
ANAL-211104-0057,0,N,1,모서리,너무,아기가,구매,다시,5.24,3.63,3.58,2.24,2.19
ANAL-211104-0057,1,N,1,스펀지형으로 쓰다가 아들이 물어뜯어서 급하게 주문했습니다,아기가 자라면서 책상 모서리에 머리가 닿게 되니 자꾸 찧고 다쳐서 바로 구매했어요,붙인지 벌써 근 한달되어가는데 접착력도 좋아서 안떨어지네요,이 제품을 지인에게 추천하실 건가요                                                    네  저는 이제품을 지인에게 추천 하겠습니다,전 좋아요,,,,,
ANAL-211104-0282,0,P,1,좋아요,변기,너무,쿠션,푹신하고,16.85,4.31,4.25,3.83,3.8
ANAL-211104-0282,1,P,1,추천은하나오랜기간쓰실분은생각해봐야할듯색깔이 마음에 들어서 구매 했는데 많이 튼튼하지는 않네요사고나서 쓴지 1년도 채 안되서 부러져버렸네요,양품으로 왔네요,사이즈가변기보다커서 좋아요,잘 받았어요,변기커버 구입할 생각 이시라면 오형 으로 구입하세요,,,,,
ANAL-211104-0282,0,N,1,했는데,변기,커버,너무,그냥,4.71,3.88,3.2,2.95,2.91
ANAL-211104-0282,1,N,1,폭신폭신변기커버가격대비만족앉는커버부분이폭신폭신해서 앉을때도 편안함,반품하고 다시시켰는데도 또펄그린 이게 모하자는 겁니까 변기커버 깨져서 급히 로켓으로 시켰더니 두번이나 후기보니 잘못배송된거 그냥쓰신다는분 계시던데 나도 대충그러라는건지 꽝이네요,이음새부분이약해요상품은 잘 받았습니다두개 구매해서 설치까지 했는데 설치하고 저녁때 보니 한개 덮개 옆쪽이 튿어졌습니다,민감피부두드러기 나서 다른걸로 구매했습니다,미리생각했으면 나중에 구매할걸 그랬죠앉는 곳이 찢어지면 꼭 바꿔야하는데 아직은  지구가 아프니 될수 있는한 쓰레기를 줄이는 중입니다도움되셨나요사용하면서 솔직한 업댓 할게요포장도 배송도 가격도 좋았어요,,,,,
ANAL-211104-0278,0,P,1,좋아요,있는,,,,1.27,1.0,,,
ANAL-211104-0278,1,P,1,쿠션감 있는 커버라 겨울철에 쓰기 좋은 듯 합니다,,,,,,,,,
ANAL-211104-0278,1,N,1,푹신합니다할머니댁드렸는데 푹신하다고좋아하심,끼워서쓰는커버입니다변기에 붙여서 쓰는 줄 알고 샀는데 끼워서 쓰게 되어 있네요 그런데 문제는 아무리 끼우려해도 구멍이 달라서 변기를 분해하지 않고는 끼울수 없어서 그냥 버렸네요ㅠㅠ,끼워서쓰는커버입니다변기에 붙여서 쓰는 줄 알고 샀는데 끼워서 쓰게 되어 있네요 그런데 문제는 아무리 끼우려해도 구멍이 달라서 변기를 분해하지 않고는 끼울수 없어서 그냥 버렸네요,쿠션은 있는데 약해보여요 가격만큼 한해쓰고 바꿔야 할듯,이런거 찾아도 잘 없더라구요 저렴하게 구매해서 잘 사용중입니다 ,,,,,
ANAL-211104-0013,0,P,0,있어,,,,,1.0,,,,
ANAL-211104-0013,1,P,0,잘 사용하고 있어요,생각보다 크고 문고리에 걸어들수 있어 좋네요,,,,,,,,
ANAL-211104-0013,1,N,0,아기가 문닫는걸 좋아해서 문닫다가 손가락을 찧어서손톱에 크게 멍이 생겨서 급하게 주문했습니다 미리 사둘껄 하는 후회가 되네요우선 사용하기 편하고 좋습니다,,,,,,,,,
ANAL-211104-0013,0,P,1,좋아,,,,,1.0,,,,
ANAL-211104-0013,1,P,1,꼭사세요색상이 화이트라서 맘에 들구요억지로 빼지않는이상 한번 끼워두면절대로 안빠질것 같네요,어디까지 애기 키우는 집으로 변하려나  했는데 인테리어 해치치 않는 선에서 아이의 안전도 지키고 좋아요,거실 부엌 방방 창문 열어두니 바람에 문짝이 쾅쾅 닫힐 때가 있어서 샀는데 잘 맞네요,,,,,,,
ANAL-211104-0013,0,N,1,까만,문이,방지,손을,문을,2.89,2.36,2.11,1.86,1.22
ANAL-211104-0013,1,N,1,1석2조급하게 주문하느라 상품설명을 자세히 안보고 디자인만 보고 골랐는데중간에 까만 동그라미를 뺄수도 있더라구요그래서 저희는 까만 동그라미를 손잡이 뒤에 붙여서 벽지손상 방지용으로 썼어요,단단하고 짱짱해서 끼워두면 아이들이 잘 못 빼네요,,,,,,,,
ANAL-211104-0205,0,P,0,좋아요,손잡이,바구니,깔끔,정리,2.39,1.19,1.16,1.11,1.04
ANAL-211104-0205,1,P,0,사이즈가 딱 적당해서 큰 간장부터 여러가지 식재료를 잘 정리할 수 있었습니다,애들방에 하나씩 음료 넣어 주고 간식 넣어주는 바구니로 좋을것 같아 구매 해 봤어요애들이 좋아 하네요손잡이 원목 포인트 이쁩니다디자인 차별 좋네요이 회사 제품들은 모두 깔끔하고 산뜻해 보여서 자꾸 보게 되네요,몇개 더 사서 팬트리 정리함으로 사용하려고 합니다너무 만족스러워요,손잡이가 나무인점이 특이하고 일반 바구니에 나무 손잡이 느낌 좋아요,디자인 맘에들어요,,,,,
ANAL-211104-0004,1,N,0,좋아요 아기 때문에 문으로 장난쳐서 위험해서 주문했어요 잘 쓰고 있어요,잘쓰고있어요  진작에 살껄그랬네요,,,,,,,,
ANAL-211104-0004,0,P,1,좋아요,가성비,문에,가격,자꾸,3.75,1.85,1.8,1.26,0.76
ANAL-211104-0004,1,P,1,금방 찢어져요,가격대비 아주괜찮아요,가격 저렴하면서 디자인 귀엽고제품구매 목적에 적합합니다,가성비좋은제품입니다배송도 생각보다 너무 빨랐고 사진까지 찍어서 알려주셨습니다,정말루유용하게잘사용하고있습니다생각보다견고해요일주일 정도 사용했습니당 기숙사 현관문에 사용하고 있는데 옆방에서도 똑같은걸 쓰시더라는 후기보니 잘 부서진다 라고 많이들 하시던데저는 아직 멀쩡합니다,,,,,
ANAL-211104-0004,0,N,1,금방,문이,찢어,문에,안되,2.54,2.37,1.91,1.88,1.18
ANAL-211104-0004,1,N,1,너무약하네요,애기 손찍고 난리도 아니었어요문은 콱 닫히고 이건 바로 쫙 찢어지고절대로 사면 안되는 상품입니다아무리 저렴해도 이건 정말 아닙니다,아기가 기어다니기 시작하면서 문이 저절로 닫힐까봐 문 닫힘 보호대를 샀는데 문에 끼우고 얼마지나지 않아 바람에 문이 닫혔는데 무슨반토막이 되어있네요혹시나 아기랑 같이 있었음,바람에 한번 닫히면 두동강 나버려서 3일만에 3개 가 버림,별로저렴하고 귀엽고 그래서 좋았는데 문이 닫히면 그냥 힘없이 부러지네요,,,,,
ANAL-211104-0210,0,P,0,좋아요,,,,,3.19,,,,
ANAL-211104-0210,1,P,0,좋은데 높이가 5cm정도 높으면 좋겠어요,상태 좋습니다,좋아요,아주 좋아요,좋습니다,,,,,
ANAL-211104-0210,1,N,0,쓰레기 빼기가 넘 힘드네요,좋아요 짧아서 좀 아쉽습니다,,,,,,,,
ANAL-211104-0210,1,P,1,굿굿굿편리해요,튼튼하고 쓸만하네요,생각보다 작은데 20리터 봉투 생각하면 딱 적당한 사이즈입니다다만 봉투 손잡이 부분이 잘 걸려 있지를 않아요뭐라도 조금 무게감 있는 녀석이 봉투에 들어가 있지 않으면 이리 휘청 저리 휘청차라리 좀더 깊이감 있게 거는 부분이 제작되었으면 좋았을것 같은 느낌이랄까요그래도 봉지 2개 걸어 사용할 수도 있고 캠핑장에서 잘 사용하도록 하겠습니다,,,,,,,
ANAL-211104-0210,1,N,1,좋아요 편하구  이사올때 쓰레기통 죄다 버려서  이걸로 샀는데 만족합니다 더럽혀지지도 않고 이동허기도 편하구  맘에 들어요,가볍고좋은데조금작다좋긴한데 길이가 조금 더 길면 좋을거 같아요 예상한거보다는 사이즈가 작아서 조금 실망,,,,,,,,
ANAL-211104-0133,1,P,1,좋아요,,,,,,,,,
ANAL-211104-0133,1,N,1,연장패널 2개 이었더니 아이가 잡고 흔드는 순간 어긋나더라구요반신반의 하면서 구매했는데 오아무리 잡고 흔들어도 움직이지 않아요성인인 제가 잡고 흠들면 조금 움직이긴 하지만아이 힘이 그리 세진 않아서 만족합니다,문에 설치하는거라서 요걸 깔았더니 문이안닫혀서 반품했어요근데 플라스틱 쪼가리가 왜 이렇게 비싸요,만원은 너무 한거 아닌가 다른 지지대랑 높이도 잘 안 맞음,,,,,,,
ANAL-211104-0020,1,P,0,나름 잘 고정되네요 예쁘고 좋아요 ,안전문 사면서 주문해봤는데 잘 쓰이면 좋겠어요우리 아기가 손 다치지 않았으면 좋겠네요,,,,,,,,
ANAL-211104-0020,0,P,1,예쁘고,좋아요,아주,바람,고정,1.58,1.35,1.22,1.1,0.99
ANAL-211104-0020,1,P,1,다른 후기들 보면 문에 잘 안 맞아서 바람 불면 스르르 문이 닫힌다고 하는데 다행히 저희집 방문에는 잘 맞네요,탄력강도좋음재질   질간 탄력   넘 좋아요,구매하시는데도움티됬으면좋겠습니다큰애와 둘째가 놀다가 문지방에 둘째 손을 다치고다음에 또ㅠ이런일이 없게 하려고 구매했습니다후  제조국  중국  재질  실리콘  사용연령  14세 이상  제조년월  21년 5월 26일  사용후기 처음,,,,,,,
ANAL-211104-0020,0,N,1,그냥,문이,계속,밀리,안되,4.52,2.0,1.62,1.15,0.93
ANAL-211104-0020,1,N,1,생각보다힘이없는듯생각보다 힘이없어요글고 이건 제실수인데 전 방문바닥에 놓고쓰려고 산건데 높이계산안해서 그냥문이닫히더라구요,속이 텅 빈 실리콘이라 찌그러지고 문은 전혀 고정이 안되요 돌 아기가 밀어도 밀리네요,그래도 없을때처럼 꽝꽝 닫히진 않겠거니  부족한대로 사용해 보려구요,미끄러져서고정안되요돈 버렸어요,장난치는 모습이 너무 불안해서 샀어요이걸사둬도 손으로 빼면 어쩔수없지만 끼워둔게 안끼운것보단 맘이 편하네요고무재질이라 좋구요문아래공간이 좁아서 문을 당기면 아주 조금은 밀려요저는 혹시 다칠까봐 문옆에 끼우는것도 같이샀는데아래에만 끼워놔도 많이 건드리진 않아서 옆에 끼우는건 아직 뜯지도 않았어요,,,,,
ANAL-211104-0215,0,P,0,있어,,,,,1.0,,,,
ANAL-211104-0215,1,P,0,BEST세워서 접시를 정리할 수 있어 공간이 여유로워졌어요,,,,,,,,,
ANAL-211104-0215,1,N,0,마감처리가 아쉬워요,편하게질쓸께요잔기스가있어조금아쉽습니다,마감처리가 너무 지저분하게 되어있어서 접기 놓고 뺄때 기스 엄청 신경쓰여요 반품 귀찮아서 그냥 씁니다 품질에비해 가격 넘 비싸요,,,,,,,
ANAL-211104-0215,1,P,1,길이가 딱 원하는 길이라서 아주 좋아요화이트라서 깔끔해 보이고 튼튼해요만족스럽게 잘 쓸게요,,,,,,,,,
ANAL-211104-0215,1,N,1,가격대비만족도떨어짐나무 접시꽂이를 쓰고 있었는데이사후 필요해 의해서 이제품을 구매해보았는데요재질상 한개씩 넣어야지만상처가 덜 날것 같더라구요때문에 수납량이 적은 편이고기대에 못미치네요 좀 무거운 편이구요나무재질이 접시 수납하기엔 더  좋은것 같아요,이렇게깔끔하고예쁘게정리가된다니정말쵝오받자마자 그릇정리하고 그릇장 자꾸만 열어보게 됩니다 진작 살껄고민할 필요가 없었네요좋은제품 감사히 잘 사용하겠습니다,,,,,,,,
ANAL-211104-0223,0,P,0,좋아요,,,,,1.79,,,,
ANAL-211104-0223,1,P,0,다른건  싱크대에 걸쳐두면 자꾸빠져서  불편했는데  이건 길어서 너무 좋아요,주방에 선반이 좁아서 설거지를 하고 늘 올려 놓을 공간이 부족했는데 롤선반 하나로 쉽게 해결이되네요,튼튼하고 너무 쓰기 편해요,좋아요,,,,,,
ANAL-211104-0223,1,N,0,며칠 쓰고나니 녹이 쓸더군요 그래서 지금은 쓰지 않고 있습니다 정말 별로예요,,,,,,,,,
ANAL-211104-0223,0,P,1,쓰고있어요,이쁩니다편하게,좋아요,좋을것같네요,사용은,4.8,3.82,3.26,3.25,3.23
ANAL-211104-0223,1,P,1,튼튼하고적당한사이즈약간 반신반의 하면서 샀는데 생각보다 튼튼해서 놀랐습니다,어쩜 크기가 딱맞네요,이렇게 올화이트러 나오는 브랜드가 별러 없기도 하고 묵직하지만 무겁지는 않고,,,,,,,
ANAL-211104-0223,1,N,1,리뷰안보고샀다가후회사이즈맞는게 이거밖에없어서 샀는데색깔보고 올실리콘인줄알고샀는데그냥 쇠에 도색한거네요이러니 녹피지차라리 걍 스덴이 낫겠네요근데 스덴은 이길이 없어 ㅠㅠ 흑흑,추천안해요재구매안해요사용3일차부터 이음세부분에 녹 발생 시어머니 쓰실껄 고르고 골라 샀어요 근데 다신 안사요도장이 되어 있었는데도 연결부위에 녹이 발생했다는게 참 짜증납니다,,,,,,,,
ANAL-211104-0014,0,P,0,좋아요,,,,,1.37,,,,
ANAL-211104-0014,1,P,0,자석이 생각보다 많이 쌥니다,하얀색 찾다가 구매했어요,잘 쓰고 있어요,깔끔하고 좋아요,,,,,,
ANAL-211104-0014,0,P,1,좋아요,적당히,문을,흰색,괜찮,1.78,1.55,1.35,1.0,1.0
