SITE_GUBUN,REVIEW_DOC_NO,ANAL_CODE,REVIEW
0,RVD-220118-0058937,ALL,범보의자에서 자꾸탈출해서 알아보던중 다른것에비해 견고해보여서 주문했는데 실제받아보니 더 튼튼하고 매트도 폭신부드럽고 발받침도있어서 편한지 앉아서 꽤오래 밥먹구 노는것같아요  높낮이도 안되는것들이많은데 높낮이도 조절이가능해서 베이비룸안에서 앉아서 줘도되고 식탁에서 줘도되고 쇼파에서 줘도되고ㅎㅎ먹다잠든아이 옮기다가 깨우느니 그대로 눕혀 재울수도있어서 탁월한선택이었던것같아요판도 분리가능해서 나중에 공부할때나 책읽을때도좋을것같고 식판씻기도 편한것같아요아이보리색이나 그레이색 하고팠는데 때탈까봐 카카오색했거든요근데 싼티나는색이 아닌 고급자동차느낌을 나타낸 색같아서 맘에들었어요 조금 무겁긴한대 무거워야 더 견고해서 아기가 꽈당하지않겠다 싶어서 괜찮았던거같구 바퀴가 달려있어서 아이가밀면 밀리려나했는데 앞바퀴땜에 안밀려서 안정성에두 좋고 다른후기보면 엄마도 밀기힘들다는말도있던데 몇번하니 요령이생겨서 식판부분을 들고 미니까 편하게밀려요아기의 안전을 먼저 생각하고 만드는 아가드라서믿고 사길잘한것같아요그냥한마디로굿굿
0,RVD-220118-0058936,ANAL-211104-0151,이쁘고 튼튼하네요ㅋ
0,RVD-220118-0058935,ANAL-211104-0285,잘 샀어요 감사합니다
0,RVD-220118-0058934,ANAL-211104-0285,가격이 저렴해요식기세척기 안되는건 불편해요
0,RVD-220118-0058933,ANAL-211104-0285,택배파업으로 지연된다고했는데 왠걸 생각보다일찍도착했어요감사합니다 그리고 아기가 너무 좋아하고 좋은가격에 구매해서 좋아요
0,RVD-220118-0058932,ANAL-211104-0285,좋아요 저렴한가격에 좋은물건구매했어요
0,RVD-220118-0058931,ANAL-211104-0271,잘쓰고있어요 편한가봐요
0,RVD-220118-0058930,ANAL-211104-0155,아기가 ㅋㅋ 처음이라 그런가 엄청 신기해 하면서 좋아 하네요 ㅎ 잘산듯 싶어요 다 쓰면 또 다른걸로 사보려고요 ㅎ
0,RVD-220118-0058929,ANAL-211104-0155,재구매배송이 빠르고 향이좋고 거품이 풍부해서 항상 이 제품 사용하고있어요
0,RVD-220118-0058928,ANAL-211104-0155,재구매아기가목욕시간을넘좋아해요
0,RVD-220118-0058915,ANAL-211104-0126,엄청크네요진짜 싸게잘삿습니다 하나더살까해요
0,RVD-220118-0058914,ANAL-211104-0126,발받침대 실리콘패드가 한개가 없어요ㅡㅡ저렴한 가격에 만족스럽다 생각했는데검수가 제대로 안되었나보네요
0,RVD-220118-0058913,ANAL-211104-0126,키 87 정도 되는 아이 딱 맞아요아래 미끄럼방지가 자꾸 빠져서 조금 불편하긴 해요ㅠ
0,RVD-220118-0058858,ANAL-211104-0136,중문이 없어서 안전하게 잘 사용하고 있어요ㅎㅎ
0,RVD-220118-0058857,ANAL-211104-0129,중문이 없어서 안전하게 잘 사용하고 있어요ㅎㅎ
0,RVD-220118-0058856,ANAL-211104-0129,중문이 없어서 안전하게 잘 사용하고 있어요ㅎㅎ
0,RVD-220118-0058855,ANAL-211104-0136,좋아요 두번째구매라 설치쉬었어요
0,RVD-220118-0058854,ANAL-211104-0129,좀흔들리긴해요그래도편해요
0,RVD-220118-0058853,ANAL-211104-0136,소음없고 흔들림없거 너무 만족합니다설치도 쉽고 끝에 고무재질이라 미끄러움이 없어요고정잘됩니더
0,RVD-220118-0058852,ANAL-211104-0129,설치 간편하고 미끄럼 흔들림 없고 문 여닫을때 소음이없어서 너므 좋아요
0,RVD-220118-0058851,ANAL-211104-0136,열었다 닫았다할때마다 딱 소리가 좀 크게나는데 이게 맞나요ㅜㅠ
0,RVD-220118-0058850,ANAL-211104-0136,배송 넘 빨랐구요설치가 어렵지않아 금방 설치하여 잘 사용중입니다
0,RVD-220118-0058849,ANAL-211104-0136,화장실에 설치 했어요 아이가 못 들어가서 안전해요
0,RVD-220118-0058848,ANAL-211104-0136,소리가 많이난다고 했는데 아래버튼 먼저 누르고 열면 괜찮아요 소리에 예민한 아기인데 잘때 눌러도 잘 안깨요 튼튼하고 설치도 쉽고 왕왕 만족이요
0,RVD-220118-0058847,ANAL-211104-0129,완전 만족해요 맘에들어요
0,RVD-220118-0058846,ANAL-211104-0129,재구매품질이 좋아 재구매 했는데 페인트칠 벗겨져 있음
0,RVD-220118-0058845,ANAL-211104-0129,재구매페인트칠 벗겨져 있음
0,RVD-220118-0058844,ANAL-211104-0136,재구매페인트칠 벗겨져 있음
0,RVD-220118-0058843,ANAL-211104-0129,생각보더 엄청 튼튼해요
0,RVD-220118-0058842,ANAL-211104-0136,생각보다 엄청 튼튼해요
0,RVD-220118-0058841,ANAL-211104-0129,생각보다 엄청 튼튼해요
0,RVD-220118-0058839,ANAL-211104-0053,재구매아직 튼튼하게 잘 붙어 있어요
0,RVD-220118-0058838,ANAL-211104-0053,재구매변형도 없고 튼튼하게 잘 붙어 있습니다
0,RVD-220118-0058837,ANAL-211104-0053,제가 전문가가 아니라서 붙이니까참 모서리가 볼품없어 보이게 되긴 하는데 확실한 보호는 되는 거 같아요
0,RVD-220118-0058824,ANAL-211104-0152,첫째 세돌인데 아직도 잘 쓰고 있어 둘째꺼도 구매했어요
0,RVD-220118-0058823,ALL,만족합니다 수고하세요
0,RVD-220118-0058822,ANAL-211104-0052,만족합니다 수고하세요
0,RVD-220118-0058821,ANAL-211104-0050,재구매아주맘에듭니다 ㅋㅋㅋ
0,RVD-220118-0058820,ALL,아주맘에듭니다ㅋㅋㅋ
0,RVD-220118-0058819,ANAL-211104-0055,아주맘에듭니다ㅋㅋㅋ
0,RVD-220118-0058818,ANAL-211104-0050,아주맘에듭니다ㅋㅋㅋ
0,RVD-220118-0058817,ANAL-211104-0049,재구매잘 붙어 있어요 잘 쓰고 있어요
0,RVD-220118-0058816,ALL,사용해본 안전장치중에 제일 편해요 디자인도 깔끔해서 좋아요
0,RVD-220118-0058815,ALL,경첩에 손을잘대는데 안끼이고좋아요
0,RVD-220118-0058814,ANAL-211104-0050,아주좋습니다 안다치니 좋아요
0,RVD-220118-0058813,ANAL-211104-0055,아주좋아요 안다쳐서 좋아요
0,RVD-220118-0058812,ANAL-211104-0049,재구매아기가 이로 물어뜯어도 뜯기지 않고떨어지지도 않아요
0,RVD-220118-0058811,ANAL-211104-0055,재구매푹신푹신하고 안전해요ㅎㅎ
0,RVD-220118-0058810,ANAL-211104-0056,배송 사은품 잘 받았습니다
0,RVD-220118-0058809,ANAL-211104-0052,배송 잘 받았습니다
0,RVD-220118-0058808,ANAL-211104-0050,모서리가 안전해졌어요
0,RVD-220118-0058807,ANAL-211104-0050,두툼해서 만족스럽습니다 티비장 모서리 아기가 기어다니기 시작하면서 신경쓰였는데 좋습니다
0,RVD-220118-0058806,ANAL-211104-0050,만족스럽습니다 좋네요
0,RVD-220118-0058805,ANAL-211104-0049,재구매빠른 배송 감사합니다
0,RVD-220118-0058804,ANAL-211104-0050,푹신하고 접착 잘되네용
0,RVD-220118-0058803,ANAL-211104-0143,아직 사용 전이지만 생각보다 큼
0,RVD-220118-0058802,ANAL-211104-0109,아직 조금커서 물새지만잘사용중이에ㅛ
0,RVD-220118-0058801,ANAL-211104-0110,아이가 눈에 들어오는 물을 거부해서 구매햇는데 잘 사용하고 있어요
0,RVD-220118-0058778,ANAL-211104-0089,자연스럽고 이질감 없어서 마음에 들었어요자르는게 쉽지 않네요
0,RVD-220118-0058777,ANAL-211104-0051,배송빠르게잘받았습니다
0,RVD-220118-0058754,ANAL-211104-0047,슬림하고 티 안나요
0,RVD-220118-0035641,ANAL-211104-0203,상세페이지보고 정확하게 계산해서 주문했는데상단붙이는것까지 재면 안들어가지더라구요빼고 서랍만 넣었어요양말 등 넣으니 너무 편하네요마음에 들어서 하나더주문합니다
0,RVD-220118-0035639,ANAL-211104-0202,정리할 때 쓰려고 추가로 구매했어요 좋네요 
0,RVD-220118-0035638,ANAL-211104-0170,튼튼하게 벽에 잘 붙어있다
0,RVD-220118-0035633,ANAL-211104-0226,붙이는게 힘었지만 튼튼해요 아직 까임도 색상 변질도 없네요
0,RVD-220118-0035562,ANAL-211104-0185,아쉬워도 그냥 저냥 쓰고는 있습니다ㅜㅜ 글구 겨울 옷들은 많이 안걸려요ㅠ
0,RVD-220118-0035561,ANAL-211104-0185,깔끔하긴한데 목재로 보이는곳이 목재 코팅한 메탈이네요 여러개 샀는데 나사구멍이 좁아서 조립이 안되는 불량도 있습니다
0,RVD-220118-0035560,ANAL-211104-0171,잘 쓰고 있어용
0,RVD-220118-0035559,ANAL-211104-0171,재구매잘 쓰고 있어용
0,RVD-220118-0035558,ANAL-211104-0160,가성비는 안좋은데 이쁩니다 ㅜㅜ무엇보다 사이즈가 조금 작은 제품이면서 뚜껑 열기 편한 조건에 부합되면서 이뻐서 구매했습니다  리뷰도 최대한 많이 읽고 심사숙고해서 구매를 진행했습니다가장 큰 단점은 가격이고 뚜껑 여닫을 때 통이 양 옆으로 흔들리는 게 살짝 불안하게 여겨집니다 나중에 사용하다가 정 안되면 걸쇠와 쓰레기통 사이에 양면테이프를 붙여서 고정시키려고 합니다통 하단에 비닐롤을 넣을 수 있는 점이 최대 장점이라고 생각해서 구매했고 봉투 1롤이 포함되어 있어서 사용해봤는데  내부 통에 비해 너무 큰 것 같습니다  걸쇠와 싱크대 문 사이 간격을 조정할 수 있도록 검은색 스펀지가 내장되어 있었지만 접착력이 전혀 없는 상태더군요 할수없이 본드와 양면테이프를 이용해 부착했습니다 이 부분은 시정됐으면 합니다
0,RVD-220118-0035557,ANAL-211104-0159,깔끔해서 예뻐요    
0,RVD-220118-0035556,ANAL-211104-0159,생각보다 작긴 한데 아담하고 귀엽네요
0,RVD-220118-0035555,ANAL-211104-0159,분리수거 좋아요 사이즈도 좋고추천합니다
0,RVD-220118-0026440,ANAL-211104-0275,아기가 조만간 배변훈련을 해야해서 구매했습니다 아가드 클리어런스는 늘 못지나가고 구매하게 되네요 아가드 제품은 늘 믿고 사용하니깐요 사고싶던걸 다 구매하지는 못했지만 그래도 꼭 필요한것들을 구매해서 좋습니다
0,RVD-220118-0026439,ANAL-211104-0275,설치가 쉽고 깔끔하고 편해요배송은 늦었지만 잊고지내서 깜짝선물처럼 배송됐어요ㅋㅋ
0,RVD-220118-0026438,ANAL-211104-0066,아기가 쓰기 편합니다 좋아요
0,RVD-220118-0026437,ANAL-211104-0066,아기 손톱 정리해주는데 다치지 않고 유용하게 쓸 수 있어서 좋네요
0,RVD-220118-0026436,ANAL-211104-0066,사용하고 시간이 지나서 아기손톱이 자랄때 뿌러져요
0,RVD-220118-0026435,ANAL-211104-0066,손톱가위로 깍다가 피봐서 바로 산건데 너무 좋아요
0,RVD-220118-0026434,ANAL-211104-0066,좀 더 마음편히 손톱 깎일수 있어요
0,RVD-220118-0026433,ANAL-211104-0066,쓸만한거 같네요 가위보다는 나은데 손을 가만 있지 않아 ㅋ쉽진 않네요
0,RVD-220118-0026432,ANAL-211104-0066,배송도빠르고좋습니다
0,RVD-220118-0026431,ANAL-211104-0066,괜찮아요 가위사용못하시는분들께 추천요
0,RVD-220118-0026430,ANAL-211104-0066,아기한테 사용하기 편하고 좋아요
0,RVD-220118-0026429,ANAL-211104-0066,신생아에게 03개월용으로 했더니 살은 하나도 안갈리고 손톱만 잘갈리는게 완전좋아요
0,RVD-220118-0026428,ANAL-211104-0066,아기 손톱 다듬기 좋아요
0,RVD-220118-0026427,ANAL-211104-0066,아기손톱정리하기좋아요
0,RVD-220118-0026426,ANAL-211104-0066,태어날 아기 손톱 관리해주는걸로 추천받아 구매했어요 성인도 사용할 수 있게 리필이 구성되있어서 너무좋네요
0,RVD-220118-0026425,ANAL-211104-0066,아직 아기가 태어나지 않아서 쓰지 못하였지만그냥 가위 보다는 나을듯해요잘쓰겠습니다
0,RVD-220118-0026424,ANAL-211104-0066,아주 좋아요 잘 쓰고 있습니다
0,RVD-220118-0026423,ANAL-211104-0066,좀 약하긴 한데 그래도 아기가 안다치니까요 괜찮아요
0,RVD-220118-0026422,ANAL-211104-0066,가위보다 안전하고 좋습니다
0,RVD-220118-0026421,ANAL-211104-0311,기존벨트에 음식물이 흘러서 지저분했는데 벨트 교체하니 새제품같아요
0,RVD-220118-0026419,ANAL-211104-0087,안전해서 마음이놓이네용 ???
0,RVD-220118-0026418,ANAL-211104-0087,음식을 조리할때 아기가 자꾸 주변을 맴돌기도 하고 가끔 후라이팬 등에 손을 자꾸 뻗어서 설치했어요 한달 사용해보니 뜨거운 것에서 우리 아이도 보호하면서 기름이 바닥으로 튀지 않게 하는 일석이조의 효과가 있네요 
0,RVD-220118-0026417,ANAL-211104-0087,아이가 가스레인지가 궁금한지 계속 요리할때 만질려고 해서 샀어요 설치했더니 이제 못만지네요 너무 좋아요
0,RVD-220118-0026416,ANAL-211104-0087,설치도 쉽고 아이가 가스렌지에 손이 닿지 않아 좋아요
0,RVD-220118-0026415,ANAL-211104-0087,튼튼하고 좋아요 고민하는 시간에 가격이 만원이나 올라갔어요ㅠㅠ 속상해요 그래도 구매 잘했어요
0,RVD-220118-0026414,ANAL-211104-0087,아기가 자라 손이 닿을까봐 설치햏는데 튼튼하고 쉽게 움직이지 않아서 오히려 좋습니다추천아이템이녀요
0,RVD-220118-0026413,ANAL-211104-0258,쓰는 시간이 짧긴한데 아기가 좋아해요
0,RVD-220118-0026412,ANAL-211104-0258,생각보다 크고 깊어요 처음 수영할때는 아기 엉덩이가  닿을정도로 해야해요 목욕할때 물을 좋아하는거 같아서 처음에 조금 높게 받았더니 아기가 무서워하더라구요
0,RVD-220118-0026411,ANAL-211104-0258,생각보다깊어서 물많이 채워야해용  튜브끼고 안에서 물장구치고 떠있어요
0,RVD-220118-0026410,ANAL-211104-0258,아가가 수영하기 딱 좋은 것 같아요 깊이가 있어서 두고두고 쓸 수 있을듯해요
0,RVD-220118-0026409,ANAL-211104-0258,배송빠르고 좋아요
0,RVD-220118-0026404,ANAL-211104-0154,미리 샀어요 귀엽겠죵 ㅎㅎ
0,RVD-220118-0026403,ANAL-211104-0154,빵빵하지가 않고 뭔가 흐물거리는 느낌이네요친구는 한번 교환 받았다던데 귀찮아서 일단 쓰고 있어요
0,RVD-220118-0026402,ANAL-211104-0154,깔끔하고 귀여워요
0,RVD-220118-0026401,ANAL-211104-0154,이제 백일 된 아가 앉히려고 샀는데 너무너무 예뻐요공기 빼는거와 수리패치도 있고 좋아요
0,RVD-220118-0026400,ANAL-211104-0154,뒤에 목 지지대가 있어서 아기가 사용하기 너무 좋아요 타사 제품 지인 집에서 앉아봤을 때보다 더 안정적이였어요
0,RVD-220118-0026399,ANAL-211104-0154,아직 뜯지도 않았네요 나중애 아기 좀 더 크면 사용하려구요
0,RVD-220118-0026398,ANAL-211104-0154,아직 아가가 태어나지 않아서 사용전이예요   태어나면 사용해볼게욤 
0,RVD-220118-0026397,ANAL-211104-0154,재구매너무너무 기여워요 ㅋㅋ 여행갈때도 바람 넣다뺏다 간편하고 물로 쓱쓱 닦기도 좋고 ㅋㅋ올리브보다 이쁩니다
0,RVD-220118-0026396,ANAL-211104-0081,재구매할의향 완전있어요 좋아요
0,RVD-220118-0026395,ANAL-211104-0082,해놓으니 마음이 편합니다
0,RVD-220118-0026394,ANAL-211104-0082,재구매아이들이 커가니 문을 열고 들어가는일이 많아서 구매 했어요 디자인 면에서도 탁월하고 아랫쪽만 사용하고 윗쪽을 돌려놓으니 문열때 아랫쪽을 돌리기 보다는 문고리을 위로 올려서 문을 여니 편하네요
0,RVD-220118-0026393,ANAL-211104-0082,고양이 탈출방지용으로 대 만족입니다
0,RVD-220118-0026392,ANAL-211104-0069,칫솔모가 작고 귀여워요
0,RVD-220118-0026391,ANAL-211104-0067,아기가 전동 칫솔을 좋아하네요
0,RVD-220118-0026390,ANAL-211104-0073,남자 아이들은 한달에 한번씩 미용실 가야되서 그게 일인데 집에서 해주니 거부감도 없고 잘 쓰고 있어요
0,RVD-220118-0026389,ANAL-211104-0073,제품은 괜찮은데 아가가 싫어해요ㅠㅠ
0,RVD-220118-0026388,ANAL-211104-0140,제품에하자있어 교환처리 했는데 빠른 처리 감사합니다
0,RVD-220118-0026387,ANAL-211104-0127,좋아용 잘쓸게요 감사합니다
0,RVD-220118-0026386,ANAL-211104-0127,좋이요 온도도 표시되고
0,RVD-220118-0026385,ANAL-211104-0127,음 사용하기가불평하링해요
0,RVD-220118-0026384,ANAL-211104-0127,설치와 사용은 간편한데 아이가 좀더 자라면 사용해야겠어요 엉덩이 씻을때 불편하네요
0,RVD-220118-0026383,ANAL-211104-0127,잘사용할게요 거실화장실에 설치하려구요
0,RVD-220118-0026382,ANAL-211104-0127,온도표시는 잘 해주는데 받쳐주는 힘이 너무 약해요
0,RVD-220118-0026381,ANAL-211104-0127,잘사용중이에여 
0,RVD-220118-0026380,ANAL-211104-0127,좀 허술한거 같기도 한데 애기 궁뎅이씻길때 잘 쓰고있어요ㅋ
0,RVD-220118-0026379,ANAL-211104-0127,기존에 쓰고 있던 수도필터때문에 지금은 해당 제품을 못쓰고 있는데 필터 작은걸 구매하면 쓸 수 있을 것 같아요ㅠㅜ 좋았는데
0,RVD-220118-0026378,ANAL-211104-0127,잘 쓰고 있어요 그런데 물 안 나올 때도 온도가 안 꺼질 때가 좀 있네요
0,RVD-220118-0026377,ANAL-211104-0127,괜찮네요 온도시간다체크되어서 너무조아요
0,RVD-220118-0026376,ANAL-211104-0235,아기가 기고 걸으려고 하는데 넘어지길래 복도에 깔려고 주문했어요 생각보다 폭신하고 소리도 많이 안나요 다만 모양 자를때 힘들었어요ㅠㅠ
0,RVD-220118-0026375,ANAL-211104-0235,생각보다 화사한 색이라 집이 밝아보여요
0,RVD-220118-0026374,ANAL-211104-0153,아직120일 무리지만좋아요
0,RVD-220118-0026373,ANAL-211104-0153,오염이 많아요 ㅡㅡ 교환했는데도 교환제품도 오염이 
0,RVD-220118-0026372,ANAL-211104-0153,다른브랜드랑 비교하다 밝은컬러를 원해서 아가드꺼 주문했어요 사진으로봤을때 너무 하얘보여서 고민했는데 딱 예뿐크림컬러에요
0,RVD-220118-0026371,ANAL-211104-0153,좋아요 목을가눠서 다용도로 쓰기 좋아요
0,RVD-220118-0026370,ANAL-211104-0153,아기가 앉을 때 팔을 넣으면 좁고  팔을 빼면 아직 넘 높아서 힘들어하네요ㅋ 앞으로 고꾸라져 앞에 있는걸 자꾸 빨아서  좀 더 크면 더 잘 앉게되겠죠
0,RVD-220118-0026369,ANAL-211104-0153,좋아요 맘에 들어요 선물햤어요 ㅋㅋ 잘 쓴대요
0,RVD-220118-0026368,ANAL-211104-0153,뒤에목받침이있어서 좋아요
0,RVD-220118-0026367,ANAL-211104-0072,일단 사용전이구요그래서 별하나를 뺏어요사용해보고 한달후기 써보겠습니다보자마자 필요해서 겟했네요작은아이가 미용실을 가지않아서 제가 셀프로 잘라주고 있는데 가위는 한정적이라 깔끔하지 않아서 가격도 저렴해서 이건 무조건 사야해하고 입양했네요
0,RVD-220118-0026366,ANAL-211104-0072,저렴하고 잘 깍입니다
0,RVD-220118-0026365,ANAL-211104-0072,아이 머리 깎이려고 구입했어요 잘되길 바래 봅니다
0,RVD-220118-0026364,ANAL-211104-0072,저렴한 가격에 궁새
0,RVD-220118-0026363,ANAL-211104-0072,8개월아기가 머리가 금방 자라서 바리깡 주문했어요도저히 바로 스타일을 만들기엔 똥손이라 미용실에서 먼저 자르고 자랄때마다 바리깡으로 스타일 유지시키며 밀어주려구요
0,RVD-220118-0026362,ANAL-211104-0072,컷트 잘되고 아주 좋아요성인이 사용해도 문제가 없을 듯 해요
0,RVD-220118-0026361,ANAL-211104-0072,아기 머리가  계속 자라는모습에 구매했는데ㅋ생각보다 무서워하네요틈틈히 해서 ㅋ적응만 하면 괜찮을듯
0,RVD-220118-0026360,ANAL-211104-0072,남편쉬는날에 하려구요 깔끔하니 귀엽네요
0,RVD-220118-0026359,ANAL-211104-0072,안전하게 배냇머리 잘 밀어줬어요 구성도 굿
0,RVD-220118-0026358,ANAL-211104-0072,잘깎여요 ㅋ머리칼받침 있어서조아여
0,RVD-220118-0026357,ANAL-211104-0072,전문가가 아니다보니 아기 배냇머리 밀기에 시간은 조금 더 길게 소요되었지만 이발기가 참 잘 깍이고 저소음이라 아기가 놀래지 않아 좋았어요 울 애기 귀여운 동자승이 되었네요 ㅎ
0,RVD-220118-0026356,ANAL-211104-0072,깔끔하고 구성이 좋아요
0,RVD-220118-0026355,ANAL-211104-0072,성능좋아여 문제는 우리의 실력ㅋㅋㅋ
0,RVD-220118-0026354,ANAL-211104-0072,아기 배넷머리 미러줬어요 깔끔허고 안전하게 잘 밀리네요 진동주 저소음이라 아가가 별 놀래지구않구 너무 좋아요 ㅎ
0,RVD-220118-0026353,ANAL-211104-0072,정말 좋은 것 같아요 ㅎㅎ이미 본전을 찾을 듯 하네요 ㅎㅎ 손재주 없는 저도 잘  밀 수 있었어요 ㅎㅎ물론 아기가 잘 도와줬지만앞으로도 잘 사용할 것 같아요ㅎㅎ
0,RVD-220118-0026352,ANAL-211104-0147,디자인도 그렇고 탄탄함도 다 좋았어요 그런데 저렇게 식판을 위로 올려 보관하면서 식판을 앞쪽으로 어느정도 좀 빼야하는데 빼다 쓱쓱 쉽게 빠져버려요 ㅠ 좀 ㄱㅍ게 들어가있으면 올라가지않으서 그게불편했고 개인적으로 바퀴가 달려있는걸 선호하다가 뒷바퀴가 있다고 해서 선택한게 가장컷는에 보다시피플라스틱으로 가려져있는데 지면에 거의 닿아있어서 기울여 움직일수가 없어요 즉 바퀴가 없는 앞쪽은 그냥 끌고다니는게 되더라규요 천년만년쓸게 아니라  기간동안 큰 문제는 없겠지만  이동이 편리한게 좋을것 가아오  그리고 마지막  브라운계열에 손잡이 부분들이 노란색플라스틱으로 되어있는건 너어무 아쉬워요 ㅠㅠ 저것때문에 액간 요양체어 같은 느낌이 드네요  배송도 꼼꼼하고 뭐 가 괜찮았으나 요론 아쉬운점이있었어요
0,RVD-220118-0026351,ANAL-211104-0151,기존에 물려받은 원목식탁의자가 있어서 사용하다가 식당에서 아가드 식탁의자를 보고 좋아서 구매하게 되었어요일단 디자인이 군더더기없고 인테리어를 해치지않는 색이라 너무 마음에 들었고 21개월 아기가 쓰는거라 사용할때 불안하지 않을까했는데 아주 튼튼한게 좋네요 높이 조절도 손쉽게 할수 있어서 좋아요 평소에는 제일 낮은 단계로 해놓고 아이가 스스로 오르내리도록 해서 앉아서 책을 보거나 간식을 먹게 할수 있어요 식판을 빼서 저희 식탁에서 같이 앉아서 식사를 할수도 있구요 사용한지 며칠밖에 안됐지만 시트에 음식물을 흘렸을때도 슥슥 닦아낼수 있어서 깔끔하게 사용할수 있을것 같아요 연년생 동생까지도 튼튼하게 잘 쓸수 있겠어요 좋은제품 감사합니다
0,RVD-220118-0026350,ANAL-211104-0151,색상도 실물이 더 이쁘고 애기가 불편해하지 않아요 아직 이유식 전이라 누울수있게 각도 조절해서 분유만 먹여봤는데 잘먹네요 ㅎㅎㅎ
0,RVD-220118-0026349,ALL,고민하다가  주문했어요   색도 이쁘고 디자인도 마음에 들어요  더 만족스러운건 아가가 편안하게 이유식을 먹어서 너무 좋아요  전에 사용하던건 불안했거든요 잘사용 하겠습니다
0,RVD-220118-0026348,ANAL-211104-0151,빠른 배송에 튼튼하게 잘 포장해서 왔네요조작도 간편하고 아기도 좋아합니다세척도 간편합니다
